subj cond chan win        value        gmin        tgmin   gmax        tgmax  
co10 102  FC6  +600..+748  1.1777e+00 -5.6264e-02   0.740  2.6883e+00   0.656
co10 102  C3   +600..+748 -7.9596e-01 -2.9879e+00   0.720  5.9039e-01   0.652
co10 102  CZ   +600..+748 -2.5720e+00 -4.9942e+00   0.724 -8.1712e-01   0.652
co10 102  C4   +600..+748  2.7735e+00  1.0585e+00   0.724  4.4386e+00   0.632
co10 102  CP5  +600..+748 -9.1353e-01 -2.3263e+00   0.720  7.9018e-02   0.648
co10 102  CPZ  +600..+748  9.6547e-01 -1.3793e+00   0.724  2.6792e+00   0.652
co10 102  CP6  +600..+748  2.9493e+00  1.7090e+00   0.724  4.5803e+00   0.644
co10 102  P7   +600..+748  1.7758e+00  3.5017e-01   0.620  2.6717e+00   0.680
co10 102  P3   +600..+748  1.9629e+00  2.3321e-01   0.724  3.3681e+00   0.632
co10 102  PZ   +600..+748  2.4855e+00  7.3661e-02   0.724  4.2610e+00   0.632
co10 102  P4   +600..+748  1.8933e+00 -2.2506e-01   0.724  3.9807e+00   0.644
co10 102  P8   +600..+748  2.6514e+00  1.3227e+00   0.660  4.6353e+00   0.644
co10 102  PO3  +600..+748  3.2856e+00  1.5525e+00   0.724  4.9468e+00   0.632
co10 102  POZ  +600..+748  3.2402e+00  1.0398e+00   0.724  5.1760e+00   0.632
co10 102  PO4  +600..+748  3.4655e+00  1.7383e+00   0.724  5.5884e+00   0.644
co10 102  OZ   +600..+748  3.1652e+00  1.7442e+00   0.708  4.7605e+00   0.644
co10 103  F7   +600..+748 -1.6026e-01 -1.5755e+00   0.724  1.5265e+00   0.692
co10 103  F3   +600..+748  2.4105e+00  5.7329e-01   0.724  4.8526e+00   0.676
co10 103  FZ   +600..+748  6.9492e+00  5.3321e+00   0.608  9.4825e+00   0.676
co10 103  F4   +600..+748  5.4324e+00  3.5017e+00   0.724  7.7380e+00   0.676
co10 103  F8   +600..+748  9.4789e-01 -4.0776e-01   0.724  2.1202e+00   0.676
co10 103  FC5  +600..+748  2.6232e+00  1.3122e+00   0.608  3.7994e+00   0.656
co10 103  FCZ  +600..+748  3.4621e+00  1.2098e+00   0.740  5.9326e+00   0.676
co10 103  FC6  +600..+748  4.3887e+00  2.7200e+00   0.612  5.9366e+00   0.676
co10 103  C3   +600..+748  3.9041e+00  2.5234e+00   0.612  5.8196e+00   0.656
co10 103  CZ   +600..+748  3.0162e+00  1.4029e+00   0.736  5.3204e+00   0.656
co10 103  C4   +600..+748  6.5960e+00  5.0171e+00   0.612  8.1989e+00   0.656
co10 103  CP5  +600..+748  2.1169e+00  6.8055e-01   0.608  3.4904e+00   0.656
co10 103  CPZ  +600..+748  5.9065e+00  4.5295e+00   0.612  8.0425e+00   0.656
co10 103  CP6  +600..+748  4.8312e+00  3.8012e+00   0.612  5.8877e+00   0.676
co10 103  P7   +600..+748  4.4584e+00  3.0606e+00   0.664  5.5783e+00   0.720
co10 103  P3   +600..+748  5.8628e+00  4.2333e+00   0.612  7.4724e+00   0.652
co10 103  PZ   +600..+748  6.6666e+00  5.6717e+00   0.700  8.4979e+00   0.652
co10 103  P4   +600..+748  5.0127e+00  3.8908e+00   0.700  6.4860e+00   0.684
co10 103  P8   +600..+748  4.7543e+00  3.9782e+00   0.716  5.9400e+00   0.608
co10 103  PO3  +600..+748  6.3069e+00  5.1702e+00   0.704  7.8902e+00   0.648
co10 103  POZ  +600..+748  6.9787e+00  5.6194e+00   0.704  8.6604e+00   0.648
co10 103  PO4  +600..+748  7.4440e+00  5.9107e+00   0.704  8.8575e+00   0.684
co10 103  OZ   +600..+748  5.9566e+00  4.3779e+00   0.704  7.5516e+00   0.628
co10 104  F7   +600..+748 -1.5330e+00 -4.4869e+00   0.728  1.0643e+00   0.620
co10 104  F3   +600..+748 -3.7602e+00 -6.8880e+00   0.732 -1.1917e+00   0.620
co10 104  FZ   +600..+748 -2.2133e+00 -4.3634e+00   0.732 -5.8248e-01   0.620
co10 104  F4   +600..+748 -2.4069e+00 -3.9486e+00   0.644 -1.0061e+00   0.604
co10 104  F8   +600..+748 -3.1968e+00 -4.0146e+00   0.632 -2.1013e+00   0.620
co10 104  FC5  +600..+748 -1.3611e+00 -3.9807e+00   0.732  5.8510e-01   0.620
co10 104  FCZ  +600..+748 -3.7164e+00 -6.1065e+00   0.732 -2.0971e+00   0.620
co10 104  FC6  +600..+748 -8.8054e-01 -2.1147e+00   0.632  9.8633e-02   0.656
co10 104  C3   +600..+748 -3.1536e+00 -5.0902e+00   0.732 -1.6490e+00   0.620
co10 104  CZ   +600..+748 -4.0455e+00 -6.4000e+00   0.732 -2.5017e+00   0.620
co10 104  C4   +600..+748 -2.6492e-01 -1.6497e+00   0.632  7.1072e-01   0.620
co10 104  CP5  +600..+748 -3.7711e+00 -5.3645e+00   0.716 -2.4339e+00   0.620
co10 104  CPZ  +600..+748 -1.1760e+00 -2.5888e+00   0.716  4.1710e-01   0.692
co10 104  CP6  +600..+748 -7.5703e-01 -2.2190e+00   0.712  1.0158e-01   0.744
co10 104  P7   +600..+748 -1.0154e+00 -2.7412e+00   0.708  1.5960e+00   0.744
co10 104  P3   +600..+748 -1.2979e+00 -2.7210e+00   0.712  6.6562e-02   0.692
co10 104  PZ   +600..+748 -9.0665e-01 -2.3421e+00   0.712  4.9906e-01   0.692
co10 104  P4   +600..+748 -1.5484e+00 -3.1675e+00   0.712 -3.4218e-01   0.692
co10 104  P8   +600..+748 -6.1072e-01 -2.4196e+00   0.708  3.9958e-01   0.656
co10 104  PO3  +600..+748 -4.9639e-01 -2.0055e+00   0.712  1.5589e+00   0.692
co10 104  POZ  +600..+748 -4.9593e-01 -2.0998e+00   0.708  8.4253e-01   0.692
co10 104  PO4  +600..+748 -2.6729e-01 -2.2392e+00   0.708  1.1622e+00   0.692
co10 104  OZ   +600..+748  3.1952e-01 -1.9587e+00   0.708  2.4501e+00   0.692
co11 101  F7   +600..+748 -3.6140e+00 -4.9571e+00   0.724 -1.7854e+00   0.632
co11 101  F3   +600..+748 -6.3355e+00 -8.6757e+00   0.640 -4.9564e+00   0.676
co11 101  FZ   +600..+748 -5.8440e+00 -8.4818e+00   0.640 -4.5111e+00   0.612
co11 101  F4   +600..+748 -2.7239e+00 -4.9836e+00   0.640 -1.2664e+00   0.700
co11 101  F8   +600..+748 -7.6339e+00 -9.2758e+00   0.640 -6.3473e+00   0.696
co11 101  FC5  +600..+748 -4.7233e+00 -6.0659e+00   0.640 -3.2438e+00   0.668
co11 101  FCZ  +600..+748 -4.9886e+00 -6.9853e+00   0.640 -3.6277e+00   0.676
co11 101  FC6  +600..+748 -4.1966e+00 -5.3300e+00   0.728 -2.7898e+00   0.696
co11 101  C3   +600..+748 -5.0689e+00 -6.1559e+00   0.640 -3.6791e+00   0.672
co11 101  CZ   +600..+748 -1.0066e+01 -1.1303e+01   0.604 -8.2963e+00   0.672
co11 101  C4   +600..+748 -4.2571e+00 -5.9040e+00   0.616 -2.9960e+00   0.700
co11 101  CP5  +600..+748 -7.7328e+00 -9.0913e+00   0.704 -5.9748e+00   0.612
co11 101  CPZ  +600..+748 -7.6021e+00 -9.7741e+00   0.604 -5.7462e+00   0.668
co11 101  CP6  +600..+748 -4.2505e+00 -6.4845e+00   0.616 -2.8408e+00   0.700
co11 101  P7   +600..+748 -4.2165e+00 -5.7854e+00   0.704 -1.8577e+00   0.612
co11 101  P3   +600..+748 -5.4738e+00 -7.2144e+00   0.636 -4.2532e+00   0.668
co11 101  PZ   +600..+748 -5.0800e+00 -6.5894e+00   0.640 -3.7652e+00   0.708
co11 101  P4   +600..+748 -4.8976e+00 -6.7705e+00   0.616 -2.9981e+00   0.700
co11 101  P8   +600..+748 -2.1490e+00 -4.2754e+00   0.616  1.3876e-01   0.700
co11 101  PO3  +600..+748 -4.6368e+00 -7.3666e+00   0.640 -3.0076e+00   0.696
co11 101  POZ  +600..+748 -4.5796e+00 -6.7906e+00   0.640 -2.9077e+00   0.700
co11 101  PO4  +600..+748 -7.4384e+00 -9.1982e+00   0.680 -5.6934e+00   0.700
co11 101  OZ   +600..+748 -3.5267e+00 -6.1580e+00   0.640 -2.0811e+00   0.700
co11 102  F7   +600..+748  7.4364e-01 -1.8371e+00   0.612  2.9594e+00   0.676
co11 102  F3   +600..+748  1.8652e+00 -2.7660e+00   0.608  4.0773e+00   0.724
co11 102  FZ   +600..+748  3.1150e+00 -1.4138e+00   0.608  5.6756e+00   0.668
co11 102  F4   +600..+748  5.7083e+00  1.7552e+00   0.608  8.4028e+00   0.668
co11 102  F8   +600..+748 -4.9922e+00 -7.7761e+00   0.624 -2.0498e+00   0.736
co11 102  FC5  +600..+748  1.5154e+00 -1.0458e+00   0.608  3.4203e+00   0.708
co11 102  FCZ  +600..+748  4.2236e+00  8.3026e-02   0.608  6.5834e+00   0.724
co11 102  FC6  +600..+748  6.7631e-01 -1.6125e+00   0.620  3.0619e+00   0.736
co11 102  C3   +600..+748  2.5027e+00 -1.6485e-01   0.636  5.4457e+00   0.700
co11 102  CZ   +600..+748 -1.9637e+00 -4.7802e+00   0.636  1.0154e+00   0.700
co11 102  C4   +600..+748  2.4369e+00 -3.1328e-01   0.636  4.6283e+00   0.708
co11 102  CP5  +600..+748 -1.3228e+00 -3.7972e+00   0.636  1.1634e+00   0.708
co11 102  CPZ  +600..+748 -3.9426e-01 -3.6549e+00   0.636  2.7677e+00   0.704
co11 102  CP6  +600..+748  1.8646e+00 -1.3750e+00   0.636  4.0504e+00   0.708
co11 102  P7   +600..+748  1.3888e+00 -8.8597e-01   0.656  4.1881e+00   0.708
co11 102  P3   +600..+748  2.1261e+00 -4.0105e-01   0.636  5.1232e+00   0.708
co11 102  PZ   +600..+748  2.8281e+00 -2.0019e-01   0.636  5.7890e+00   0.708
co11 102  P4   +600..+748  2.0769e+00 -1.0405e+00   0.636  4.3996e+00   0.708
co11 102  P8   +600..+748  3.7169e+00  3.1180e-01   0.640  6.3641e+00   0.724
co11 102  PO3  +600..+748  2.3691e+00 -5.7991e-02   0.636  4.5827e+00   0.708
co11 102  POZ  +600..+748  2.4362e+00 -3.8789e-01   0.636  4.5516e+00   0.708
co11 102  PO4  +600..+748 -1.2035e+00 -4.1513e+00   0.636  7.8611e-01   0.708
co11 102  OZ   +600..+748  1.7518e+00 -8.1393e-01   0.636  3.3177e+00   0.724
co11 103  F7   +600..+748 -1.8084e+00 -5.6435e+00   0.728  4.8602e-01   0.704
co11 103  F3   +600..+748 -9.2162e-01 -4.4758e+00   0.728  1.7946e+00   0.628
co11 103  FZ   +600..+748  1.0753e+00 -2.7990e+00   0.728  3.5451e+00   0.632
co11 103  F4   +600..+748  4.9426e+00  1.5137e+00   0.728  7.2141e+00   0.632
co11 103  F8   +600..+748 -3.4508e+00 -7.0527e+00   0.728 -3.7048e-01   0.632
co11 103  FC5  +600..+748 -1.4711e+00 -4.7176e+00   0.728  6.8373e-01   0.608
co11 103  FCZ  +600..+748  7.8914e-01 -2.4819e+00   0.728  4.6685e+00   0.608
co11 103  FC6  +600..+748  9.0478e-01 -2.0372e+00   0.728  3.5635e+00   0.608
co11 103  C3   +600..+748 -2.2137e+00 -5.0976e+00   0.728 -3.6825e-01   0.628
co11 103  CZ   +600..+748 -5.8702e+00 -8.6886e+00   0.728 -3.6753e+00   0.628
co11 103  C4   +600..+748  2.0201e-01 -2.4456e+00   0.728  1.9153e+00   0.628
co11 103  CP5  +600..+748 -5.6356e+00 -8.8257e+00   0.728 -3.2706e+00   0.628
co11 103  CPZ  +600..+748 -3.6708e+00 -6.5149e+00   0.728 -8.3191e-01   0.608
co11 103  CP6  +600..+748  2.1118e-01 -2.5949e+00   0.728  2.5311e+00   0.704
co11 103  P7   +600..+748 -4.9135e+00 -7.0837e+00   0.728 -2.7467e+00   0.628
co11 103  P3   +600..+748 -3.5505e+00 -5.5499e+00   0.728 -1.2411e+00   0.628
co11 103  PZ   +600..+748 -2.2166e+00 -4.5682e+00   0.648  2.9774e-01   0.628
co11 103  P4   +600..+748 -1.6379e+00 -4.4424e+00   0.644  6.0339e-01   0.704
co11 103  P8   +600..+748 -3.6379e-01 -3.0372e+00   0.644  1.8374e+00   0.704
co11 103  PO3  +600..+748 -2.4020e+00 -4.0927e+00   0.660  5.5782e-02   0.628
co11 103  POZ  +600..+748 -2.3697e+00 -4.6782e+00   0.644  1.7685e-01   0.628
co11 103  PO4  +600..+748 -5.6978e+00 -8.4988e+00   0.644 -3.0130e+00   0.628
co11 103  OZ   +600..+748 -2.7188e+00 -4.8974e+00   0.644 -5.9065e-01   0.736
co11 104  F7   +600..+748 -6.5551e-01 -2.7248e+00   0.656  8.5812e-01   0.712
co11 104  F3   +600..+748 -1.7691e+00 -4.2003e+00   0.648  2.0959e-01   0.692
co11 104  FZ   +600..+748 -1.4858e+00 -3.3622e+00   0.656  2.6997e-01   0.712
co11 104  F4   +600..+748  1.1662e+00 -7.9518e-01   0.648  3.1410e+00   0.712
co11 104  F8   +600..+748 -5.9800e+00 -7.8069e+00   0.636 -3.7143e+00   0.620
co11 104  FC5  +600..+748 -1.1354e+00 -3.2828e+00   0.660  1.0087e+00   0.712
co11 104  FCZ  +600..+748 -2.2893e-01 -2.4132e+00   0.648  1.9342e+00   0.628
co11 104  FC6  +600..+748 -1.5946e+00 -3.1531e+00   0.656  3.0245e-01   0.712
co11 104  C3   +600..+748  9.3002e-01 -1.4224e+00   0.644  3.5755e+00   0.712
co11 104  CZ   +600..+748 -4.6870e+00 -7.0642e+00   0.648 -1.6752e+00   0.604
co11 104  C4   +600..+748 -2.5369e-01 -2.4313e+00   0.676  1.8692e+00   0.628
co11 104  CP5  +600..+748 -2.1042e+00 -4.1446e+00   0.676  1.1953e+00   0.604
co11 104  CPZ  +600..+748 -1.5841e+00 -4.1824e+00   0.648  1.8928e+00   0.604
co11 104  CP6  +600..+748 -8.0283e-01 -3.4708e+00   0.676  2.0165e+00   0.712
co11 104  P7   +600..+748  3.6040e-01 -1.3187e+00   0.680  3.3439e+00   0.604
co11 104  P3   +600..+748  1.0108e+00 -8.0557e-01   0.636  4.8517e+00   0.604
co11 104  PZ   +600..+748  9.2033e-01 -1.4706e+00   0.676  4.6314e+00   0.604
co11 104  P4   +600..+748  1.7593e-01 -2.8560e+00   0.676  3.4517e+00   0.712
co11 104  P8   +600..+748  1.6287e+00 -1.9250e+00   0.676  4.2664e+00   0.712
co11 104  PO3  +600..+748  1.9505e+00 -2.2101e-01   0.636  5.3334e+00   0.604
co11 104  POZ  +600..+748  1.0577e+00 -1.2702e+00   0.676  4.3826e+00   0.604
co11 104  PO4  +600..+748 -2.8727e+00 -6.2747e+00   0.676  9.1095e-02   0.712
co11 104  OZ   +600..+748  1.1822e+00 -7.7425e-01   0.672  3.6492e+00   0.604
co12 101  F7   +600..+748 -7.0517e+00 -8.4448e+00   0.688 -5.0722e+00   0.660
co12 101  F3   +600..+748 -6.0282e+00 -7.7335e+00   0.644 -3.7692e+00   0.724
co12 101  FZ   +600..+748 -6.0883e+00 -7.8400e+00   0.644 -5.0548e+00   0.724
co12 101  F4   +600..+748 -4.5084e+00 -7.3579e+00   0.644 -2.6654e+00   0.672
co12 101  F8   +600..+748 -3.8136e+00 -4.5916e+00   0.732 -2.9032e+00   0.676
co12 101  FC5  +600..+748 -5.7638e+00 -7.2971e+00   0.612 -4.2192e+00   0.704
co12 101  FCZ  +600..+748 -9.3337e+00 -1.0358e+01   0.632 -8.3968e+00   0.700
co12 101  FC6  +600..+748 -2.7739e+00 -3.8796e+00   0.648 -1.6775e+00   0.700
co12 101  C3   +600..+748 -5.1757e+00 -6.6121e+00   0.628 -4.1716e+00   0.704
co12 101  CZ   +600..+748 -8.6301e+00 -9.4004e+00   0.732 -7.6187e+00   0.660
co12 101  C4   +600..+748 -4.1923e+00 -5.6258e+00   0.732 -3.3196e+00   0.744
co12 101  CP5  +600..+748 -5.0733e+00 -6.4738e+00   0.628 -3.6193e+00   0.744
co12 101  CPZ  +600..+748 -3.9815e+00 -5.1701e+00   0.632 -2.8574e+00   0.660
co12 101  CP6  +600..+748 -1.4708e+00 -3.0301e+00   0.732  6.7159e-02   0.612
co12 101  P7   +600..+748 -3.6556e+00 -4.6694e+00   0.736 -2.1768e+00   0.608
co12 101  P3   +600..+748 -5.2494e+00 -6.2372e+00   0.632 -4.3688e+00   0.608
co12 101  PZ   +600..+748 -5.2786e+00 -6.5456e+00   0.632 -4.4497e+00   0.620
co12 101  P4   +600..+748 -3.6122e+00 -5.2007e+00   0.732 -2.6539e+00   0.620
co12 101  P8   +600..+748  5.6896e-01 -1.1130e+00   0.732  1.8694e+00   0.620
co12 101  PO3  +600..+748 -4.1013e+00 -5.1095e+00   0.628 -2.7058e+00   0.608
co12 101  POZ  +600..+748 -3.3302e+00 -4.6898e+00   0.632 -2.3859e+00   0.608
co12 101  PO4  +600..+748 -3.0739e+00 -4.5367e+00   0.732 -2.0593e+00   0.620
co12 101  OZ   +600..+748 -2.8425e+00 -3.9717e+00   0.644 -1.8389e+00   0.696
co12 102  F7   +600..+748 -9.0418e+00 -1.0605e+01   0.604 -7.3767e+00   0.664
co12 102  F3   +600..+748 -6.0517e+00 -9.8072e+00   0.728 -3.9032e+00   0.740
co12 102  FZ   +600..+748 -6.1032e+00 -8.4592e+00   0.604 -4.3720e+00   0.640
co12 102  F4   +600..+748 -6.0822e+00 -8.5577e+00   0.720 -3.8493e+00   0.684
co12 102  F8   +600..+748 -5.7865e+00 -7.1269e+00   0.720 -4.6317e+00   0.640
co12 102  FC5  +600..+748 -6.8878e+00 -8.5095e+00   0.720 -3.9378e+00   0.660
co12 102  FCZ  +600..+748 -8.8825e+00 -1.0580e+01   0.720 -7.0426e+00   0.640
co12 102  FC6  +600..+748 -3.6500e+00 -5.5393e+00   0.608 -2.5597e+00   0.640
co12 102  C3   +600..+748 -4.0185e+00 -5.3327e+00   0.720 -2.3347e+00   0.640
co12 102  CZ   +600..+748 -8.0810e+00 -9.3330e+00   0.720 -6.2430e+00   0.640
co12 102  C4   +600..+748 -4.3007e+00 -6.3336e+00   0.720 -3.0066e+00   0.660
co12 102  CP5  +600..+748 -4.1254e+00 -5.3848e+00   0.740 -2.6383e+00   0.660
co12 102  CPZ  +600..+748 -3.3020e+00 -5.0655e+00   0.720 -1.8203e+00   0.684
co12 102  CP6  +600..+748 -2.1941e+00 -3.9988e+00   0.720 -7.3724e-01   0.660
co12 102  P7   +600..+748 -2.5796e+00 -4.1847e+00   0.740 -6.9015e-01   0.636
co12 102  P3   +600..+748 -4.4920e+00 -5.7677e+00   0.712 -2.9476e+00   0.660
co12 102  PZ   +600..+748 -3.6246e+00 -5.3522e+00   0.720 -2.3134e+00   0.660
co12 102  P4   +600..+748 -2.7271e+00 -4.5375e+00   0.720 -1.4578e+00   0.684
co12 102  P8   +600..+748  7.4542e-01 -3.6011e-01   0.720  2.1453e+00   0.644
co12 102  PO3  +600..+748 -2.2176e+00 -3.4552e+00   0.712 -8.5772e-01   0.660
co12 102  POZ  +600..+748 -1.1777e+00 -2.6366e+00   0.712  3.8414e-02   0.660
co12 102  PO4  +600..+748 -1.6926e+00 -3.2971e+00   0.720 -4.5661e-01   0.640
co12 102  OZ   +600..+748 -1.0327e+00 -2.4313e+00   0.672  4.9506e-01   0.660
co12 103  F7   +600..+748 -8.1013e+00 -9.5314e+00   0.700 -5.0457e+00   0.608
co12 103  F3   +600..+748 -4.0053e+00 -6.7664e+00   0.648 -1.9374e+00   0.708
co12 103  FZ   +600..+748 -2.9320e+00 -5.3776e+00   0.648 -1.6541e+00   0.740
co12 103  F4   +600..+748 -7.1175e-01 -4.1518e+00   0.648  1.5355e+00   0.744
co12 103  F8   +600..+748 -1.9010e+00 -3.0981e+00   0.648 -5.6814e-01   0.740
co12 103  FC5  +600..+748 -5.2455e+00 -7.9182e+00   0.644 -2.8789e+00   0.604
co12 103  FCZ  +600..+748 -5.8235e+00 -7.5635e+00   0.644 -5.0417e+00   0.704
co12 103  FC6  +600..+748  4.6090e-01 -2.0104e+00   0.648  1.8275e+00   0.708
co12 103  C3   +600..+748 -2.9952e+00 -5.0178e+00   0.644 -1.6826e+00   0.704
co12 103  CZ   +600..+748 -5.8426e+00 -7.3568e+00   0.644 -4.7328e+00   0.628
co12 103  C4   +600..+748 -1.9693e+00 -3.8636e+00   0.648 -7.3903e-01   0.680
co12 103  CP5  +600..+748 -4.3056e+00 -6.9546e+00   0.640 -2.2238e+00   0.704
co12 103  CPZ  +600..+748 -1.3498e+00 -2.4509e+00   0.644 -3.8280e-01   0.628
co12 103  CP6  +600..+748 -3.7240e-01 -1.6078e+00   0.648  1.4392e+00   0.704
co12 103  P7   +600..+748 -3.6964e+00 -5.3361e+00   0.644 -2.3443e+00   0.704
co12 103  P3   +600..+748 -3.1029e+00 -4.4519e+00   0.644 -1.9179e+00   0.616
co12 103  PZ   +600..+748 -2.4255e+00 -3.2855e+00   0.648 -1.4483e+00   0.632
co12 103  P4   +600..+748 -1.4771e+00 -2.3707e+00   0.648 -2.5354e-01   0.704
co12 103  P8   +600..+748  1.6878e+00  6.3816e-01   0.640  3.3766e+00   0.708
co12 103  PO3  +600..+748 -2.1581e+00 -3.3288e+00   0.648 -9.6842e-01   0.684
co12 103  POZ  +600..+748 -8.9132e-01 -1.9920e+00   0.712  1.5172e-01   0.620
co12 103  PO4  +600..+748 -1.1718e+00 -2.2642e+00   0.744  6.1523e-03   0.704
co12 103  OZ   +600..+748 -7.0764e-01 -1.6248e+00   0.724  6.3747e-01   0.684
co12 104  F7   +600..+748 -8.6139e+00 -1.0161e+01   0.652 -6.7254e+00   0.608
co12 104  F3   +600..+748 -5.4594e+00 -7.8748e+00   0.704 -3.5992e+00   0.736
co12 104  FZ   +600..+748 -5.4345e+00 -6.8505e+00   0.704 -4.1802e+00   0.644
co12 104  F4   +600..+748 -4.7297e+00 -8.3073e+00   0.720 -3.0104e+00   0.620
co12 104  F8   +600..+748 -3.2861e+00 -4.8727e+00   0.704 -1.8071e+00   0.624
co12 104  FC5  +600..+748 -5.7613e+00 -8.0726e+00   0.660 -3.9956e+00   0.736
co12 104  FCZ  +600..+748 -7.3591e+00 -9.0259e+00   0.704 -6.2444e+00   0.736
co12 104  FC6  +600..+748 -2.0345e+00 -3.6839e+00   0.704 -8.2491e-01   0.604
co12 104  C3   +600..+748 -3.4071e+00 -4.8882e+00   0.660 -1.8563e+00   0.668
co12 104  CZ   +600..+748 -6.5578e+00 -8.4357e+00   0.704 -5.0203e+00   0.676
co12 104  C4   +600..+748 -3.1517e+00 -5.1801e+00   0.704 -1.9199e+00   0.728
co12 104  CP5  +600..+748 -3.9613e+00 -5.6275e+00   0.660 -2.0830e+00   0.684
co12 104  CPZ  +600..+748 -2.2765e+00 -3.9234e+00   0.616 -5.2192e-01   0.676
co12 104  CP6  +600..+748 -1.5240e+00 -3.1809e+00   0.704 -2.1656e-01   0.624
co12 104  P7   +600..+748 -2.3174e+00 -3.9046e+00   0.648 -8.8675e-01   0.684
co12 104  P3   +600..+748 -4.3647e+00 -5.7699e+00   0.704 -2.6187e+00   0.676
co12 104  PZ   +600..+748 -3.4145e+00 -4.9232e+00   0.612 -1.6092e+00   0.724
co12 104  P4   +600..+748 -2.6702e+00 -4.1409e+00   0.704 -1.1448e+00   0.724
co12 104  P8   +600..+748  7.3990e-01 -4.1078e-01   0.744  1.6615e+00   0.716
co12 104  PO3  +600..+748 -2.4632e+00 -3.6354e+00   0.704 -5.2401e-01   0.724
co12 104  POZ  +600..+748 -1.6474e+00 -2.8487e+00   0.612  3.5205e-01   0.724
co12 104  PO4  +600..+748 -2.3421e+00 -3.3727e+00   0.704 -9.4088e-01   0.720
co12 104  OZ   +600..+748 -1.3621e+00 -2.5274e+00   0.640  2.9584e-01   0.728
co15 101  F7   +600..+748 -7.7522e+00 -9.8981e+00   0.660 -5.3689e+00   0.716
co15 101  F3   +600..+748 -3.8240e+00 -6.2863e+00   0.660 -4.2354e-01   0.716
co15 101  FZ   +600..+748 -3.1524e-01 -3.5026e+00   0.660  2.6002e+00   0.716
co15 101  F4   +600..+748 -1.2179e+00 -4.8939e+00   0.660  1.0912e+00   0.716
co15 101  F8   +600..+748 -2.8155e+00 -6.5977e+00   0.660 -9.1028e-01   0.712
co15 101  FC5  +600..+748 -3.5009e+00 -5.5695e+00   0.660 -1.4372e+00   0.720
co15 101  FCZ  +600..+748  1.7349e+00 -8.3420e-01   0.660  4.2742e+00   0.716
co15 101  FC6  +600..+748 -1.8777e+00 -5.7643e+00   0.660 -9.3120e-02   0.716
co15 101  C3   +600..+748 -2.0732e+00 -3.9863e+00   0.684  1.4831e-01   0.716
co15 101  CZ   +600..+748  1.4148e+00 -7.3004e-01   0.660  3.6976e+00   0.716
co15 101  C4   +600..+748  3.0662e+00 -3.8278e-01   0.660  4.9724e+00   0.716
co15 101  CP5  +600..+748 -1.4939e+00 -2.8269e+00   0.660  1.8403e-01   0.716
co15 101  CPZ  +600..+748  2.3143e+00  2.4996e-01   0.660  4.2093e+00   0.620
co15 101  CP6  +600..+748  1.9496e+00 -8.1099e-01   0.660  3.8012e+00   0.620
co15 101  P7   +600..+748  1.6768e+00  5.0235e-01   0.640  3.0242e+00   0.628
co15 101  P3   +600..+748  1.6075e+00  2.4345e-01   0.660  3.0283e+00   0.700
co15 101  PZ   +600..+748  3.7178e+00  1.7698e+00   0.664  5.9990e+00   0.620
co15 101  P4   +600..+748  3.9039e+00  1.2900e+00   0.660  6.3177e+00   0.620
co15 101  P8   +600..+748 -3.8782e-02 -2.4872e+00   0.704  2.1826e+00   0.616
co15 101  PO3  +600..+748  3.1117e+00  8.5393e-01   0.744  5.4085e+00   0.620
co15 101  POZ  +600..+748  2.7931e+00  5.3744e-01   0.740  5.6111e+00   0.620
co15 101  PO4  +600..+748  2.3840e+00  1.3640e-01   0.744  5.2748e+00   0.620
co15 101  OZ   +600..+748  5.4933e+00  3.4484e+00   0.744  7.9129e+00   0.620
co15 102  F7   +600..+748 -2.2090e+00 -4.1447e+00   0.692 -2.5983e-01   0.640
co15 102  F3   +600..+748 -5.2962e-01 -2.7279e+00   0.672  1.4340e+00   0.640
co15 102  FZ   +600..+748  1.3576e+00 -1.1791e+00   0.652  3.4276e+00   0.640
co15 102  F4   +600..+748  6.8219e-01 -2.1820e+00   0.652  3.2518e+00   0.640
co15 102  F8   +600..+748 -9.6536e-01 -3.3297e+00   0.652  9.8427e-01   0.744
co15 102  FC5  +600..+748 -2.7925e-02 -1.9006e+00   0.672  2.2143e+00   0.640
co15 102  FCZ  +600..+748  3.2864e+00  1.1617e+00   0.656  5.6385e+00   0.744
co15 102  FC6  +600..+748 -3.4486e-02 -2.0035e+00   0.648  2.5538e+00   0.744
co15 102  C3   +600..+748  1.0187e-01 -1.3461e+00   0.676  2.7867e+00   0.640
co15 102  CZ   +600..+748  1.6640e+00 -9.8629e-02   0.652  3.7481e+00   0.744
co15 102  C4   +600..+748  2.2800e+00  5.4135e-01   0.656  5.4253e+00   0.744
co15 102  CP5  +600..+748 -4.4388e-01 -1.4357e+00   0.724  2.3105e+00   0.640
co15 102  CPZ  +600..+748  2.0683e+00  3.7578e-01   0.616  4.0862e+00   0.744
co15 102  CP6  +600..+748  2.0944e+00  1.8124e-01   0.620  4.8214e+00   0.744
co15 102  P7   +600..+748  1.5386e+00  2.7762e-01   0.616  4.2852e+00   0.640
co15 102  P3   +600..+748  1.7968e+00  2.4481e-01   0.616  4.4604e+00   0.640
co15 102  PZ   +600..+748  3.0464e+00  1.3071e+00   0.616  5.4086e+00   0.640
co15 102  P4   +600..+748  2.8824e+00  1.4074e+00   0.620  4.6172e+00   0.640
